機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","民族新高橋藥局","高雄市","左營區","民族一路1028號","陳國明","男","3100696、075872486","Y"
"開業","民族藥局","彰化縣","彰化市","成功里民族路212號1樓","林科含","男","47261221","Y"
"開業","民富大藥局","桃園市","桃園區","大有路488號","雲國榮","男","33469976","Y"
"開業","民翔藥局","臺中市","神岡區","昌平路5段480號","呂佳璋","男","0425633323","Y"
"開業","民雄丁丁藥局","嘉義縣","民雄鄉","文化路3-7號","周家盈","女","52260990","Y"
"開業","民雄久久藥局","嘉義縣","民雄鄉","西安村安和路2號之1","陳易瑄","女","2263294","Y"
"開業","民雄弘安藥局","嘉義縣","民雄鄉","東榮村建國路一段45號","徐傳芳","女","53707000","Y"
"開業","民雄照安藥局","嘉義縣","民雄鄉","中樂路21號1樓","沈雅玲","女","52060368","Y"
"開業","民雄藥局","嘉義縣","民雄鄉","東榮村5鄰建國路一段117號","李佳諳","女","52264566","Y"
"開業","民鈺藥局","臺北市","萬華區","環河南路二段１３９號１樓","林　毅","男","0223028466","Y"
"開業","民德藥局","新北市","中和區","民德路六十一之一號一樓","陳　玉","女","89514746","Y"
"開業","民樂健保藥局","新北市","中和區","民樂路2號1樓","周健裕","男","0222228999","Y"
"開業","民聲藥師藥局","臺南市","鹽水區","三福路68號1樓","蔡中和","男","","Y"
"開業","民權丁丁藥局","高雄市","前鎮區","民權二路345號1~3樓","廖仁吉","男","79650177","Y"
"開業","民權藥局","高雄市","橋頭區","橋頭里28鄰成功路227號1樓-229號1樓","洪翊玥","女","","Y"
"開業","民權藥局","新北市","淡水區","民權路27-1號1樓","楊宗翰","男","88091102","Y"
"開業","民權藥局","彰化縣","鹿港鎮","民權路五九號","林傳智","男","047745562","Y"
"開業","永大丁丁藥局","臺南市","永康區","永大路二段1516號1樓","廖貴美","女","(06)2013690","Y"
"開業","永大正藥局","雲林縣","西螺鎮","光復西路２３４號","程宥螣","男","055862303","N"
"開業","永大啄木鳥藥局","臺南市","永康區","永大路二段397號1樓","蔡雯柔","女","62071575","Y"
"開業","永大藥局","臺中市","中區","民族路一二二號一樓","蔡雙餘","男","422210180","Y"
"開業","永大藥局","臺南市","永康區","聖龍街150號","李秀芬","女","062024668、062024668","Y"
"開業","永仁藥局","臺南市","永康區","永大路二段85號1樓","謝淑娟","女","62730816","Y"
"開業","永仁藥局","宜蘭縣","頭城鎮","吉祥路88巷25號1樓","謝介生","男","9789788","Y"
"開業","永仁藥局","苗栗縣","獅潭鄉","新店村１３９號","謝添財","男","037931 379","N"
"開業","永元中藥局","臺中市","豐原區","中正路三七三號","林永盛","男","25223035","N"
"開業","永元藥局","彰化縣","和美鎮","和西里和線路91號","施春兆","女","47550045","Y"
"開業","永心中西藥局","臺中市","南屯區","東興路二段50之2號1樓","陳永錚","男","424732975","Y"
"開業","永日春六號藥局","澎湖縣","馬公市","光榮里文光路110號1樓","曾英泰","男","069270750","Y"
"開業","永正健康人生藥局","新北市","永和區","中正路191號1樓、193號1樓、197號2樓、197號2樓之1","陳美瑩","女","229467351","Y"
"開業","永生堂藥局","宜蘭縣","羅東鎮","中正路８７號","李青圃","男","039542 247","N"
"開業","永生藥局","臺南市","北區","公園路４８１號","陳啟文","男","62813681","Y"
"開業","永生藥局","新北市","土城區","清水路163號1樓","黃輝雄","男","(02)22616090","N"
"開業","永任藥局","新北市","五股區","水碓路九號一樓","劉紹騰","男","0222911093","Y"
"開業","永兆藥局","雲林縣","斗六市","北平路166號","蔡志聖","男","","Y"
"開業","永光藥局","雲林縣","斗六市","中山路9號","張惠鳳","女","55373939","Y"
"開業","永全藥局","臺中市","東區","和平街３鄰２１２號１Ｆ","林虹伶","女","422247592","N"
"開業","永全藥局","臺中市","大里區","健民路五０號","陳溫祥","男","24911778","N"
"開業","永全藥局","彰化縣","二林鎮","二溪路一段18號","周春香","女","48958878","Y"
"開業","永印中西健保藥局","新北市","蘆洲區","保新里三民路224號(一樓)","陳定達","男","",""
"開業","永合藥局","臺中市","霧峰區","中正路965號","邱淑英","女","423391910","Y"
"開業","永合藥局","彰化縣","和美鎮","和西里彰美路6段189號","陳虹瑾","女","047557726","Y"
"開業","永吉藥局","臺北市","信義區","永吉路213號","蔡芳曄","女","87874043","Y"
"開業","永吉藥局","高雄市","鳳山區","瑞興路402之1號","莊薏菁","女","077018047","Y"
"開業","永吉藥局","新北市","三重區","車路頭街91號1樓","陳以周","男","222860432","N"
"開業","永吉藥局","彰化縣","鹿港鎮","大明路４８號","許武雄","男","047772391","Y"
"開業","永好藥局","基隆市","中正區","北寧路315號1樓","江素蘭","女","224697639","N"
"開業","永如藥局","桃園市","桃園區","介壽路132號1樓","林祐如","女","","Y"
"開業","永安調劑藥局","新竹市","東區","光復路一段595號2樓","吳政昌","男","","Y"
"開業","永安藥局","臺北市","內湖區","文德路210巷30弄48號","葉淑美","女","0226586658","Y"
"開業","永安藥局","臺中市","西屯區","西屯路三段146-4號1樓","吳蕙玲","女","424620199","Y"
"開業","永安藥局","高雄市","大樹區","九曲路北極巷73號","吳英傑","男","076518282","N"
"開業","永安藥局","嘉義市","西區","信義路４９之１號","張錦如","男","0052358368","Y"
"開業","永安藥局","新北市","新莊區","中港路321號2樓","陳河明","男","22765900","Y"
"開業","永安藥局","桃園市","桃園區","寶山街二三五號一樓之二","邱創誠","男","33175668","Y"
"開業","永安藥局","宜蘭縣","宜蘭市","復興路六十一號","吳愫慧","女","9332039","Y"
"開業","永安藥局","苗栗縣","竹南鎮","照南里立達街3號1樓","林世芳","男","37469333","Y"
"開業","永安藥局","嘉義縣","民雄鄉","民族路49號","何永興","男","2268517","Y"
"開業","永安藥局","澎湖縣","馬公市","陽明路112號","許家華","男","69265317","Y"
"開業","永安藥局","花蓮縣","吉安鄉","吉安路二段134號","潘龍吟","男","","Y"
"開業","永成專業藥師藥局","高雄市","大寮區","中興里鳳林四路62號","林坤樹","男","77816221","Y"
"開業","永成藥局","臺中市","太平區","太平路231號1樓","黃詩淳","女","422796656","Y"
"開業","永成藥局","高雄市","前金區","瑞源路２９號","李勇成","男","72213437","N"
"開業","永成藥局","新北市","中和區","景平路１５６號１樓","宗傳銀","男","0229407619","Y"
"開業","永旭大藥局","臺中市","西屯區","逢甲路92號1樓","李錫任","男","427087952","Y"
"開業","永旭藥局","新北市","永和區","得和路392號(1樓)","呂　瑩","女","0229410220","Y"
"開業","永利藥局","新北市","永和區","永利路9、11號1樓","張崇賢","男","229291655","Y"
"開業","永宏藥局","彰化縣","彰化市","菜巿街１１５號","盧文義","男","47228109","N"
"開業","永忻藥局","桃園市","桃園區","大興路１９３號１樓","張敏麗","女","3585569","Y"
"開業","永杏中西藥局","新北市","新店區","安民街163號1樓","梁文杰","男","(02)89210338","Y"
"開業","永沛藥局","新竹市","北區","湳雅街209號","吳宗嶸","男","35328563","Y"
"開業","永育康暉藥局","臺北市","中山區","樂群二路210之2號1樓","張紹暉","男","(02)85012268","Y"
"開業","永佳健康藥局","臺中市","豐原區","中正路246號1樓","馬禎憶","女","425226868","Y"
"開業","永佳榮逸薬局","臺中市","大雅區","雅潭路四段675號1樓","劉明政","男","425676767","Y"
"開業","永佳藥局","臺中市","北屯區","昌平路1段105-5號1樓","林秋鸞","女","22438886","Y"
"開業","永佳藥局","苗栗縣","苗栗市","苗栗市玉苗里光復路１５６號","張佳棠","男","037331 860","Y"
"開業","永和大樹藥局","新北市","永和區","福和路143號1、2樓","石紹廷","男","0229233377","Y"
"開業","永和宏越藥局","新北市","永和區","中正路196號(1樓)","徐文安","男","",""
"開業","永和藥局","臺中市","中區","繼光街134號","蔡奇全","男","422230388","Y"
"開業","永和藥局","臺中市","東勢區","本街二七五號","傅雲春","男","0425884023","Y"
"開業","永和藥局","高雄市","小港區","二苓路２７８號","姚德東","男","078013416","N"
"開業","永和藥局","桃園市","大園區","忠孝一街３０號","薛辛連","男","033861991","N"
"開業","永和藥局","彰化縣","鹿港鎮","永安里中正路242之2號一樓","白宗津","男","47754750","Y"
"開業","永和藥局","花蓮縣","吉安鄉","建國路一段145號","蔡麗玲","女","38573247","Y"
"開業","永固安藥局","桃園市","大園區","大園村中山南路５６號","蘇國勁","男","033867233","Y"
"開業","永固藥局","新北市","板橋區","建國街六號","吳錫勳","男","0029668051","N"
"開業","永幸藥局","新北市","板橋區","金門街１２１巷２號","劉永幸","女","26827012","N"
"開業","永昇藥局","臺中市","西區","朝陽街四十五號一樓","李永棠","男","423717280","Y"
"開業","永昇藥局","臺中市","龍井區","龍泉里沙田路五段一八七號","紀淑蕙","女","26352259","N"
"開業","永昇藥局","高雄市","六龜區","太平路85號","謝永文","男","76895522","Y"
"開業","永昇藥局","雲林縣","元長鄉","下寮村東庄３５號","邱朝金","男","57861838","Y"
"開業","永昇藥局","屏東縣","屏東市","民生路18之11號","李育昇","男","087227107、0931891777","Y"
"開業","永昇藥局","花蓮縣","花蓮市","化道路２１２之１號","吳寶同","男","38225887","Y"
"開業","永昌藥局","高雄市","路竹區","延平路81號","程文志","男","76964321","Y"
"開業","永昌藥局","屏東縣","高樹鄉","產業路１６３號","楊彩富","男","87956087","Y"
"開業","永明大藥局","臺北市","文山區","興隆路一段二九七號一樓","陳年發","男","0229314428","Y"
"開業","永明藥局","高雄市","新興區","仁智街２２３號","賴明灼","女","072619832","Y"
"開業","永明藥局","新北市","新莊區","幸福路598號1樓","林明勳","男","","Y"
"開業","永明藥局","南投縣","集集鎮","田寮里龍泉巷６之１號","張永明","男","049762 956","Y"
"開業","永明藥局","屏東縣","枋寮鄉","安樂村中山路119-1號","蔣裕隆","男","088781481、0932883503","Y"
"開業","永明藥師藥局","桃園市","桃園區","永安路２６４號","簡志煒","男","33343606","Y"
"開業","永松藥局","臺南市","善化區","三民路８７號","許麗玉","女","065817923","N"
"開業","永松藥局","高雄市","鼓山區","鼓山三路１３０－１５號","徐秀江","女","075810657","Y"
"開業","永林藥局","彰化縣","溪湖鎮","大竹里平和街142號","楊明泰","男","48826676","Y"
"開業","永欣中西藥局","臺北市","北投區","中和街501號","李岳恆","男","28910307","Y"
"開業","永欣東榮藥局","臺中市","大里區","東榮路370號1樓","賴俊雄","男","424823877","Y"
"開業","永欣藥局","臺中市","大里區","新興路二四號","朱麗惠","女","24077085","Y"
"開業","永欣藥師藥局","新北市","板橋區","龍興街46號1樓","曾嘉祥","男","229687120","Y"
"開業","永直藥局","臺北市","中山區","北安路595巷2弄6號","林進祥","男","225336919","Y"
"開業","永芯藥局","臺南市","永康區","中山北路93號1樓","蔡侑霖","男","","Y"
"開業","永芳藥局","彰化縣","彰化市","東芳里永芳路419號","洪連速","男","47523764","N"
"開業","永青健康人生藥局","桃園市","蘆竹區","奉化路142號1樓","邱宏益","男","33528361","Y"
"開業","永信藥局","高雄市","小港區","桂陽路27號","姚秀硼","女","77933015",""
"開業","永信藥局","苗栗縣","公館鄉","館中村榮光街１６號","徐祥斌","男","037223 597","Y"
"開業","永信藥局","彰化縣","社頭鄉","社頭村員集路2段172 號","蕭文仁","男","48732582","Y"
"開業","永信藥局","屏東縣","屏東市","復興南路一段４６６號","謝長添","男","87553929","N"
"開業","永信藥師藥局","苗栗縣","苑裡鎮","和平路72-1號","洪凱仲","男","37857069","Y"
"開業","永奕藥局","新北市","永和區","永平路286之1號1樓","趙海淵","男","222327709","Y"
"開業","永恒健康生活藥局","高雄市","梓官區","智蚵里通安路176號1樓","陳怡慧","女","076102755、0934140021","Y"
